Postal_Code,Building_Name,Location_Description
469719,Red Swastika School,Level 1 Outside Table Tennis Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469719,Red Swastika School,Level 2 Multi Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
308433,Tan Tock Seng Hospital,Level 1 Inside Security Control Room
248371,Valley Point Shopping Centre,Level 1 Fire Command Centre
570233,Thomson Community Club,Level 1 Outside Wellness Centre
570233,Thomson Community Club,Level 1 Office Counter
319258,Toa Payoh South Community Club,Level 1 Inside Constituency Office
319258,Toa Payoh South Community Club,Level 1 Badminton Hall
238857,Grand Park Orchard,Level 4 Back Office
238867,Hilton Singapore Orchard,"Level 1 Fire Command Centre, AED Set 1"
238867,Hilton Singapore Orchard,"Level 1 Fire Command Centre, AED Set 2"
329979,HometeamNS-JOM Balestier,Level 1 Outside Handicapped Toilet
329979,HometeamNS-JOM Balestier,Level 2 Gym Counter
570191,,"Level 1 On Pillar, Outside Parkinson Society Singapore"
289761,The British Club,"Level B1 Main Clubhouse, Verandah Café"
289761,The British Club,Level B2 Near Gym & Tennis Court
569766,Ang Mo Kio-Thye Hua Kwan Hospital,"Level 1 Lobby, Outside Pharmacy"
569766,Ang Mo Kio-Thye Hua Kwan Hospital,Level 1 Admin Block Carpark
569766,Ang Mo Kio-Thye Hua Kwan Hospital,Level 1 Ambulance Bay
200031,Dept of STI Control (DSC),"Level 1 DSC Clinic, Beside Main Entrance"
307987,Revenue House,Level B1 Lobby
307987,Revenue House,Level 1 Near Security Counter
307987,Revenue House,Level 2 Lift Lobby
307987,Revenue House,Level 5 Corridor
307987,Revenue House,Level 14 Lift Lobby
307987,Revenue House,Level 23 Lift Lobby
288913,National Junior College,Level 2 Outside Bookshop (Available During School Operating Hours. Approach Security Officer At Main Gate)
288913,National Junior College,Level 1 School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)
288913,National Junior College,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
288913,National Junior College,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
288913,National Junior College,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
397628,Kallang Wave Mall,Level 1 Beside Information Counter
397628,Kallang Wave Mall,Level 3 Near Splash & Surf
397628,Kallang Wave Mall,Level 1 Opp NTUC
397628,Kallang Wave Mall,Level 1 Opp Unit #01-46
397629,National Stadium,Level 2 Office Lift Lobby
397629,National Stadium,"Level 3 Lift Lobby, Near Promenade Gate 14"
397629,National Stadium,Level 4 North Lobby Opp Lifts
397629,National Stadium,Level 4 South Lobby Opp Lifts
397629,National Stadium,Level 5 North VIP Lobby
397629,National Stadium,Level 5 South Lobby Opp Lifts
397629,National Stadium,"Level 6 North Corridor, Near Staircase 638,639"
397629,National Stadium,"Level 6 South Corridor, Near Staircase 612,613"
397632,OCBC Aquatic Centre,"Level 1 Main Entrance, Near Ticketing Counter"
397632,OCBC Aquatic Centre,Level 2 Entrance
397631,OCBC Arena,Level 1 Inside Hall 1
397631,OCBC Arena,Level 1 Inside Hall 3
397631,OCBC Arena,Level B1 Outside Hall 6
397631,OCBC Arena,Level 1 Customer Care Counter
397631,OCBC Arena,Level 2 Opp Gymnasium
397691,Singapore Indoor Stadium,Level 1 Admin Office Beside Reception Counter
397691,Singapore Indoor Stadium,"Level 1 Beside Security Counter, Loading Bay"
397697,Sports Hub Library,Level 1 Information Counter
397630,Sports Singapore Office,Level 1 Behind Information Counter
397698,Singapore Sports Museum,Level 1 GSIC Lobby
397698,Visitor Centre,Level 1 Visitor Centre
397699,Water Sports Centre,Level 1 Customer Care Counter
188966,InterContinental Singapore,Level 1 Fire Command Centre
189559,Rendezvous Grand Hotel Singapore,Level 1 Front Desk
469317,Bedok Green Primary School,Level 1 Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469317,Bedok Green Primary School,Level 1 Near School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469317,Bedok Green Primary School,Level 2 Inside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469317,Bedok Green Primary School,Level 3 Outside Library (Available During School Operating Hours. Approach Security Officer At Main Gate.)
486593,Bedok Newater Visitor Centre,Level 2 Information Counter
438181,Dunman High School Hostel,Level 1 Outside Function Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
560721,,Level 1 Family Medicare Clinic & Surgery (Consultation Room)
319522,Singapore Chung Hwa Medical Institution,Level 1 Beside Counter
528694,Singapore Institute of Technology@TP,Level 1 Lift Lobby
487372,Singapore University of Technology & Design,"Level 1 Building 1, Lobby C"
487372,Singapore University of Technology & Design,"Level 1 Building 3, One-Stop Centre, Near Lift Lobby"
487372,Singapore University of Technology & Design,"Level 1 Building 5, Outside Fire Command Centre"
485998,Singapore University of Technology & Design (Hostel),Level 2 Block 57
485995,Singapore University of Technology & Design (Staff Housing),Level 1 Block 51
486150,Singapore Expo,Level 1 Hall 5 Next To Car Park Cashier Station
486150,Singapore Expo,Level 1 Foyer 2 Next To Security Counter
486150,Singapore Expo,Level 1 Foyer 1 Outside FCC
486150,Singapore Expo,Level 2 Foyer 1 Next To Staircase 5
486150,Singapore Expo,Level 2 MAX Atria Next To Citrine 211
529536,Tampines One,Level B1 Customer Service Counter
538766,Hougang Mall,Level 1 Loading Bay Security Counter
539754,Banyan Home @ Pelangi Village,Level 1 Main Office
188067,Bugis+,Level 1 Fire Command Centre
188021,Bugis Junction,Level 2 Customer Service Counter
539747,Buangkok Green Medical Park,Level 2 Econ Medicare Centre & Nursing Home Blk 5
539747,Buangkok Green Medical Park,Level 2 Econ Medicare Centre & Nursing Home Blk 9
539747,Buangkok Green Medical Park,Level 1 Blk 1 Inst Of Mental Health Canteen Near Toilet
539747,Buangkok Green Medical Park (Admin Building),Level 1 Inst Of Mental Health Annex Building
539747,Buangkok Green Medical Park,Level 1 Blk 1 Inst Of Mental Health Fire Command Centre
437437,Marina Bay Golf Course & Driving Range,Level 1 Reception Counter Office
437437,Marina Bay Golf Course & Driving Range,Level 1 Near Toilets
608532,Westgate,Level 1 Fire Command Centre
608532,Westgate,Level 3 Concierge Counter
609601,IMM Building,Level 4 Maintenance Office
609601,IMM Building,Level 1 Customer Service Counter
359905,ECON Medicare Centre (Braddell),Level 3 Inside Ward
579793,Kuo Chuan Presbyterian Primary School,"Level 4 Hope Blk, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
579793,Kuo Chuan Presbyterian Primary School,"Level 3 Hope Blk, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
579793,Kuo Chuan Presbyterian Primary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
579793,Kuo Chuan Presbyterian Primary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
579793,Kuo Chuan Presbyterian Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
298136,MSF Building,Level 1 Security Counter
298136,MSF Building,Level 5 Canteen
339509,Aperia Tower 1,Level 11 Roche Diagnostics Asia Pacific Pte Ltd
339509,Aperia Tower 1,Level 10 Roche Diagnostics Asia Pacific Pte Ltd
339509,Aperia Tower 1,Level 9 Roche Diagnostics Asia Pacific Pte Ltd
139657,New Town Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
139657,New Town Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
769093,Yishun MRT Station,Near Passenger Service Centre (NSL)
139657,New Town Secondary School,Level 1 Blk A Outside Hosereel Tank Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
139657,New Town Secondary School,Level 1 Outside Lab #G1-03 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
529283,Ngee Ann Secondary School,Level 3 Outside Multi-purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
529283,Ngee Ann Secondary School,Level 5 Outside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
90041,,"Level 1 SilverACE, Outside Activity Hall Toilet (Telok Blangah)"
357684,Stamford American International School,Level 1 Inside Jefferson Health Centre
357684,Stamford American International School,Level 1 Lincoln Swimming Pool
357684,Stamford American International School,Level 5 Jefferson Arena
357684,Stamford American International School,"Level 2 Franklin Block, Near Field"
357684,Stamford American International School,Level B1 Stamford Swimming Pool
357684,Stamford American International School,"Level B2 Adams Block, Outside Indoor Sports Hall"
138529,Yale-NUS College,"Level 2 East Core, Agora Library"
138533,Yale-NUS College,"Level 1 Cendana RC3B, Near FL04 Fire Lift"
138609,Yale-NUS College,"Level 1 Saga Tower A Block, Lift Lobby Corridor"
138530,Yale-NUS College,"Level 1 Outside Multi-Purpose Hall, Along Walkway"
138609,Yale-NUS College,"Level 1 Saga Tower B Block, Near Butteries"
138610,Yale-NUS College,"Level 1 ELM-RC2, Near Sub Alarm Panel"
138528,Yale-NUS College,"Level 1 West Core Performance Theatre, Outside Lift"
569920,Ang Mo Kio Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
569920,Ang Mo Kio Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
569920,Ang Mo Kio Primary School,Level 4 Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
466500,ECON Medicare Centre (Upper East Coast),Level 1 Near Reception Counter
569141,NCS Hub,Level 1 Blk C Lobby
569141,NCS Hub,Level 1 Blk B Lift Lobby
569141,NCS Hub,Level 1 Blk A Lobby (Reception Counter)
438796,Tanjong Katong Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
438796,Tanjong Katong Secondary School,"Level 1 Canteen, Facing School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
438796,Tanjong Katong Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours)
546522,ECON Medicare Centre (Recreation),Level 1 Staircase Landing
556055,Ling Kwang Home for Senior Citizens,Level 1 Outside Conference Room 1
357844,PUB Recreation Club,Level B1 Multi-Purpose Hall (The Playground)
357844,PUB Recreation Club,Level 2 Gym (The Workshop)
329562,Ren Ci Community Hospital,Level 2 Reception Counter
557271,Serangoon Gardens Country Club,Level 1 Palm Wing (Outside Gym)
557271,Serangoon Gardens Country Club,Level 1 Main Building Lobby (Reception Counter)
557271,Serangoon Gardens Country Club,Level 1 Heliconia Wing (Bowling Office)
319764,CHIJ Secondary (Toa Payoh),Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
319764,CHIJ Secondary (Toa Payoh),Level 1 Opp Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
319764,CHIJ Secondary (Toa Payoh),Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
608549,JEM,Level B1 Near Standard Chartered (#B1-12)
608549,JEM,Level B1 Near LAC (#B1-33)
608550,JEM,Level 1 Near Aluxe (#01-55)
608550,JEM,Level 1 Fire Command Centre
608550,JEM,Level 2 Near SK Jewellery (#02-52)
608549,JEM,Level 2 Near Mango (#02-38/39)
608550,JEM,Level 3 Near Skechers (#03-49/50/51)
608550,JEM,Level 3 Concierge Counter
608550,JEM,Level 4 Near The Green Party (#04-57/58)
608549,JEM,Level 4 Near Cotton On Kids (#04-43)
608550,JEM,Level 5 Jem Play
319641,Toa Payoh Methodist Church,Level 1 Outside Committee Office
649414,Canadian International School (Lakeside Campus),Level 1 Near Swimming Pool Toilet
649414,Canadian International School (Lakeside Campus),Level 1 Outside Main Office
649414,Canadian International School (Lakeside Campus),Level 4 Indoor Sports Hall
575717,Gas Building,Level 1 Comfort Transportation Pte Ltd (Opp Reception Counter)
611118,,"Level 1 SilverACE, On Pillar Of Activity Hall (Taman Jurong)"
555940,Trinity Methodist Church,Level 1 iSunday Counter
555940,Trinity Methodist Church,Level 2 Foyer
609606,Ng Teng Fong General Hospital (Tower A),"Level B2 Tower A, Visitor Lift Lobby"
609606,Ng Teng Fong General Hospital (Tower A),"Level B1 Tower A, Visitor Lift Lobby"
609606,Ng Teng Fong General Hospital (Tower A),"Level 1 Tower A, Visitor Lift Lobby"
609606,Ng Teng Fong General Hospital (Tower A),"Level 2 Tower A, Outside Outpatient & Retail Pharmacy"
609606,Ng Teng Fong General Hospital (Tower B),"Level B2 Tower B, Carpark Lift Lobby (B-1)"
